date,price
2024-07-11,147.6943866217178
2024-07-12,151.50421695388798
2024-07-13,148.477975536477
2024-07-14,148.38975306911948
2024-07-15,145.68891112648723
2024-07-16,147.56310074186166
2024-07-17,145.26320906933682
2024-07-18,139.7881550824941
2024-07-19,140.65400153807477
2024-07-20,141.27572083466043
2024-07-21,143.89501540236017
2024-07-22,145.827653063158
2024-07-23,147.30060146905527
2024-07-24,142.5657927511546
2024-07-25,141.69460592696288
2024-07-26,143.86435332642878
2024-07-27,141.70648537589295
2024-07-28,139.3056873534946
2024-07-29,138.57626498657154
2024-07-30,137.2125835313404
2024-07-31,137.27593921725747
2024-08-01,137.53165265527517
2024-08-02,137.40867069236742
2024-08-03,136.26187298496396
2024-08-04,136.42255911356037
2024-08-05,138.70265928984185
2024-08-06,138.77397875518042
2024-08-07,141.42306741293393
2024-08-08,142.879709808726
2024-08-09,138.79150275087105
2024-08-10,137.26235921000122
2024-08-11,136.57091600015522
2024-08-12,142.44173692317625
2024-08-13,140.14528061298245
2024-08-14,138.64811043101554
2024-08-15,135.21026098073636
2024-08-16,135.74444866625572
2024-08-17,135.41770166716285
2024-08-18,135.43361137289045
2024-08-19,134.3825145404639
2024-08-20,136.1009019330788
2024-08-21,140.25517437671627
2024-08-22,140.58689862012528
2024-08-23,141.31115454584943
2024-08-24,143.35424369796925
2024-08-25,141.92090905881523
2024-08-26,143.68226102123182
2024-08-27,141.97431525147084
2024-08-28,144.86184205904948
2024-08-29,143.86023017971175
2024-08-30,143.768517940319
2024-08-31,143.1906164037785
2024-09-01,141.82176713316213
2024-09-02,138.33641251557876
2024-09-03,139.8534247903127
2024-09-04,139.75088302372293
2024-09-05,137.18908470049166
2024-09-06,138.962975471575
2024-09-07,141.54332084449655
2024-09-08,139.37490677877045
2024-09-09,139.86449979645073
