timestamp,revenue
2025-09-01 02:08:16.318479768,7.11
2025-09-01 02:08:31.650599465,3.09
2025-09-01 02:08:40.453302486,23.62
2025-09-01 02:08:53.056710960,2.87
2025-09-01 02:09:29.013274506,13.77
2025-09-01 02:10:08.822495214,21.39
2025-09-01 02:10:19.385625120,3.46
2025-09-01 02:10:50.832228492,20.99
2025-09-01 02:11:10.840588896,11.53
2025-09-01 02:11:15.771709331,13.28
2025-09-01 02:11:34.021139279,75.33
2025-09-01 02:12:02.711300466,3.57
2025-09-01 02:12:37.133206056,1.25
2025-09-01 02:12:42.955546212,16.41
2025-09-01 02:14:30.734029277,7.27
2025-09-01 02:14:45.218390976,24.52
2025-09-01 02:15:31.756806042,3.04
2025-09-01 02:15:36.742699218,2.52
2025-09-01 02:15:41.907811032,5.95
2025-09-01 02:16:25.295787702,35.11
2025-09-01 02:16:33.654654978,14.62
2025-09-01 02:16:39.682167366,1.7
2025-09-01 02:16:56.546990856,1.05
2025-09-01 02:17:08.404862496,17.43
2025-09-01 02:17:44.668372974,0.53
2025-09-01 02:18:04.514607996,10.21
2025-09-01 02:18:26.075385522,11.34
2025-09-01 02:18:47.706303570,12.94
2025-09-01 02:18:54.180895272,13.75
2025-09-01 02:18:54.968192514,3.42
2025-09-01 02:19:06.274214082,32.89
2025-09-01 02:19:23.858288586,49.22
2025-09-01 02:20:17.905035546,7.38
2025-09-01 02:21:02.835101100,10.83
2025-09-01 02:21:16.694041152,1.9
2025-09-01 02:21:19.326966972,1.36
2025-09-01 02:21:34.444225596,33.84
2025-09-01 02:21:45.347785296,19.04
2025-09-01 02:21:58.888920642,53.76
2025-09-01 02:22:49.554516276,19.5
2025-09-01 02:23:04.611751890,17.89
2025-09-01 02:24:06.915115824,2.26
2025-09-01 02:24:06.967863126,10.68
2025-09-01 02:24:27.095518974,2.17
2025-09-01 02:24:31.724171142,4.89
2025-09-01 02:25:07.185816792,12.9
2025-09-01 02:26:14.792782152,4.36
2025-09-01 02:26:16.617609732,4.72
2025-09-01 02:26:28.402039314,5.16
2025-09-01 02:26:28.823391174,15.06
2025-09-01 02:27:42.369820440,17.03
2025-09-01 02:28:22.573811178,11.13
2025-09-01 02:29:29.646004056,9.08
2025-09-01 02:30:24.832250958,9.77
2025-09-01 02:31:03.399475140,8.11
2025-09-01 02:31:11.701530768,1.58
2025-09-01 02:31:56.362354056,4.86
2025-09-01 02:32:04.157581302,6.56
2025-09-01 02:32:17.496355830,13.57
2025-09-01 02:32:31.957615212,28.06
2025-09-01 02:32:45.674998890,10.1
2025-09-01 02:34:01.394985216,22.48
2025-09-01 02:34:19.181006340,6.07
2025-09-01 02:34:21.343537890,13.94
2025-09-01 02:34:52.891613226,5.73
2025-09-01 02:34:56.378198940,9.47
2025-09-01 02:35:26.678796774,7.98
2025-09-01 02:35:54.055827084,7.11
2025-09-01 02:35:58.181868732,5.14
2025-09-01 02:35:58.991106264,27.59
2025-09-01 02:36:11.930552040,31.66
2025-09-01 02:36:41.157361644,26.85
2025-09-01 02:36:56.648556882,13.81
2025-09-01 02:37:08.057889533,58.08
2025-09-01 02:37:13.667859816,10.3
2025-09-01 02:37:37.402431546,13.36
2025-09-01 02:37:44.940643776,11.65
2025-09-01 02:38:12.979334826,3.13
2025-09-01 02:38:27.772268934,24.86
2025-09-01 02:39:02.072164019,10.49
2025-09-01 02:40:53.061921024,3.3
2025-09-01 02:41:35.910046476,45.04
2025-09-01 02:42:02.696086122,9.5
2025-09-01 02:43:16.773408984,5.08
2025-09-01 02:43:22.387736718,29.94
2025-09-01 02:43:43.641548280,23.49
2025-09-01 02:44:07.804082484,12.87
2025-09-01 02:44:09.811911966,18.92
2025-09-01 02:44:11.273629344,0.35
2025-09-01 02:44:37.388236110,3.35
2025-09-01 02:45:20.765470512,34.49
2025-09-01 02:45:36.030030228,4.32
2025-09-01 02:45:44.690819814,8.94
2025-09-01 02:46:03.060712008,1.86
2025-09-01 02:47:26.617525356,23.58
2025-09-01 02:47:42.612121020,4.54
2025-09-01 02:48:21.480186252,3.9
2025-09-01 02:48:42.736809354,44.66
2025-09-01 02:48:57.989871870,45.22
2025-09-01 02:49:15.024361343,34.79
2025-09-01 02:50:12.784992492,10.75
2025-09-01 02:50:22.314207222,27.11
2025-09-01 02:51:14.254377150,39.06
2025-09-01 02:51:53.773261926,22.16
2025-09-01 02:52:23.018354856,0.92
2025-09-01 02:52:28.877393034,1.66
2025-09-01 02:53:06.819811368,3.07
2025-09-01 02:53:44.759734206,12.71
2025-09-01 02:53:47.753377224,2.98
2025-09-01 02:54:04.130436312,18.97
2025-09-01 02:54:36.589861620,23.75
2025-09-01 02:54:36.663560670,6.17
2025-09-01 02:54:39.384464340,3.79
2025-09-01 02:54:39.448767894,19.15
2025-09-01 02:54:43.765543578,3.04
2025-09-01 02:54:54.413649726,17.17
2025-09-01 02:55:05.374465710,16.05
2025-09-01 02:55:15.110883875,6.31
2025-09-01 02:55:57.039487290,11.62
2025-09-01 02:56:17.060842824,3.07
2025-09-01 02:56:50.180106420,3.22
2025-09-01 02:56:54.057682758,0.45
2025-09-01 02:57:30.344508599,122.42
2025-09-01 02:58:14.027363604,80.81
2025-09-01 02:58:14.612879604,3.98
2025-09-01 02:59:07.016821842,14.42
2025-09-01 02:59:10.071808146,3.44
2025-09-01 02:59:15.949422408,24.43
2025-09-01 02:59:49.858942200,7.12
2025-09-01 03:00:10.740799470,1.7
2025-09-01 03:00:21.735489504,22.94
2025-09-01 03:00:24.988243770,12.0
2025-09-01 03:00:29.678571210,8.69
2025-09-01 03:00:46.589124402,20.51
2025-09-01 03:01:24.068838576,18.52
2025-09-01 03:01:52.084425468,25.43
2025-09-01 03:02:38.462568210,8.75
2025-09-01 03:03:08.688464454,22.92
2025-09-01 03:03:49.734653094,15.36
2025-09-01 03:04:08.305592670,47.29
2025-09-01 03:04:08.415880980,1.06
2025-09-01 03:04:40.824189762,5.02
2025-09-01 03:05:00.823506264,37.17
2025-09-01 03:05:06.775696608,5.44
2025-09-01 03:05:16.254958859,13.94
2025-09-01 03:05:42.995912466,41.52
2025-09-01 03:05:44.111427822,10.37
2025-09-01 03:06:02.590782474,6.37
2025-09-01 03:06:06.580527936,15.24
2025-09-01 03:07:27.663525708,0.94
2025-09-01 03:07:29.074480698,4.14
2025-09-01 03:07:34.762828644,0.51
2025-09-01 03:07:35.821899522,13.37
2025-09-01 03:07:37.362339660,8.24
2025-09-01 03:08:06.992325114,3.04
2025-09-01 03:08:40.045994952,7.42
2025-09-01 03:08:57.259727892,6.34
2025-09-01 03:09:15.452387424,74.41
2025-09-01 03:09:32.873772372,8.77
2025-09-01 03:09:53.106989370,14.42
2025-09-01 03:11:03.706827186,6.84
2025-09-01 03:11:06.112311426,14.04
2025-09-01 03:12:08.344861296,30.97
2025-09-01 03:13:17.872322430,24.19
2025-09-01 03:13:32.676275243,27.98
2025-09-01 03:13:50.251812084,3.22
2025-09-01 03:13:58.431917628,2.22
2025-09-01 03:14:16.191091530,5.73
2025-09-01 03:14:45.010081116,1.48
2025-09-01 03:15:17.814345642,7.89
2025-09-01 03:15:30.496268496,9.99
2025-09-01 03:16:08.929540488,19.01
2025-09-01 03:16:27.893097366,15.64
2025-09-01 03:16:34.570750950,34.09
2025-09-01 03:17:33.318125471,2.53
2025-09-01 03:17:49.147042512,0.74
2025-09-01 03:18:14.376853134,46.7
2025-09-01 03:18:32.803619808,0.48
2025-09-01 03:18:43.516088358,6.07
2025-09-01 03:18:44.090337354,13.4
2025-09-01 03:18:55.474345026,20.96
2025-09-01 03:18:57.697884126,28.2
2025-09-01 03:18:59.443354044,8.74
2025-09-01 03:19:11.795830752,9.01
2025-09-01 03:19:16.602176004,23.47
2025-09-01 03:19:33.751838196,0.84
2025-09-01 03:20:00.617429736,42.3
2025-09-01 03:20:12.304888200,28.33
2025-09-01 03:20:42.781104450,18.14
2025-09-01 03:20:48.442319496,11.01
2025-09-01 03:20:57.746180916,25.46
2025-09-01 03:21:09.132612582,7.17
2025-09-01 03:21:47.598199620,0.65
2025-09-01 03:22:24.529224018,7.08
2025-09-01 03:22:32.788446576,15.24
2025-09-01 03:23:36.688831674,7.41
2025-09-01 03:23:39.629126388,3.93
2025-09-01 03:23:57.501107418,24.28
2025-09-01 03:25:58.948158552,31.73
2025-09-01 03:26:13.366180284,0.81
2025-09-01 03:26:53.071006242,1.61
2025-09-01 03:27:19.644291306,1.86
2025-09-01 03:27:22.867648530,16.05
2025-09-01 03:28:06.970046556,13.82
2025-09-01 03:28:48.940445016,4.25
2025-09-01 03:29:15.980548229,44.46
2025-09-01 03:29:44.353759116,2.78
2025-09-01 03:29:50.286720186,38.63
2025-09-01 03:30:36.358281066,12.96
2025-09-01 03:30:43.822641834,8.34
2025-09-01 03:31:31.780978031,1.53
2025-09-01 03:31:58.396529064,1.3
2025-09-01 03:32:14.702280360,7.91
2025-09-01 03:32:38.846499492,56.23
2025-09-01 03:33:11.109910284,37.56
2025-09-01 03:33:36.385741272,74.01
2025-09-01 03:33:39.752149122,19.81
2025-09-01 03:33:41.592457080,43.41
2025-09-01 03:33:44.947616184,10.81
2025-09-01 03:34:36.335247642,10.01
2025-09-01 03:35:11.707670268,11.22
2025-09-01 03:35:22.017973572,12.03
2025-09-01 03:35:23.988937554,0.75
2025-09-01 03:35:31.730561934,4.96
2025-09-01 03:35:53.014006998,22.38
2025-09-01 03:36:02.479585950,18.84
2025-09-01 03:36:25.402127118,6.34
2025-09-01 03:37:13.351279932,7.47
2025-09-01 03:38:02.312193054,14.53
2025-09-01 03:38:37.471697442,12.6
2025-09-01 03:39:02.625222990,6.38
2025-09-01 03:39:05.172093930,6.07
2025-09-01 03:40:11.995047654,11.57
2025-09-01 03:40:49.602001326,10.94
2025-09-01 03:41:21.868405464,44.03
2025-09-01 03:42:04.271689428,3.83
2025-09-01 03:42:34.172479422,5.95
2025-09-01 03:42:43.632825270,6.93
2025-09-01 03:43:31.901682978,10.66
2025-09-01 03:43:47.950388148,22.64
2025-09-01 03:43:49.978830132,1.65
2025-09-01 03:44:01.223646768,17.63
2025-09-01 03:44:51.176771430,28.62
2025-09-01 03:45:16.584824466,9.06
2025-09-01 03:45:52.271024652,8.01
2025-09-01 03:46:45.591640410,6.18
2025-09-01 03:47:04.818275460,1.03
2025-09-01 03:47:52.815144162,9.59
2025-09-01 03:47:58.003999848,29.72
2025-09-01 03:49:37.027116732,12.48
2025-09-01 03:49:44.581828116,23.62
2025-09-01 03:49:47.822511048,23.12
2025-09-01 03:50:15.460923528,15.09
2025-09-01 03:50:17.840278536,12.81
2025-09-01 03:50:35.220181272,9.97
2025-09-01 03:50:44.676426090,15.17
2025-09-01 03:52:13.602135960,2.47
2025-09-01 03:53:03.468709176,19.89
2025-09-01 03:53:08.431014492,29.35
2025-09-01 03:53:26.406084564,5.15
2025-09-01 03:53:32.478804918,11.34
2025-09-01 03:55:39.991454778,17.88
2025-09-01 03:56:26.780252136,13.57
2025-09-01 03:56:31.866185994,23.67
2025-09-01 03:58:15.997561680,13.38
2025-09-01 03:58:21.389322894,10.03
2025-09-01 03:58:22.653373896,6.77
2025-09-01 03:58:49.809740004,4.12
2025-09-01 04:00:04.311704772,8.76
2025-09-01 04:00:33.616464678,0.0
2025-09-01 04:00:37.466399160,8.32
2025-09-01 04:01:27.955834038,19.25
2025-09-01 04:01:30.100688226,9.51
2025-09-01 04:01:37.520517996,20.79
2025-09-01 04:01:44.304018228,11.87
2025-09-01 04:01:45.494568522,50.25
2025-09-01 04:02:11.051674110,6.92
2025-09-01 04:02:15.471373746,36.24
2025-09-01 04:02:21.047333076,13.28
2025-09-01 04:02:39.287872356,0.3
2025-09-01 04:02:57.017156082,1.02
2025-09-01 04:03:18.076288308,9.51
2025-09-01 04:03:23.321149878,6.24
2025-09-01 04:04:23.471761380,0.09
2025-09-01 04:04:26.094857484,10.67
2025-09-01 04:04:39.044778042,11.11
2025-09-01 04:05:12.867736962,8.84
2025-09-01 04:06:10.755967764,11.22
2025-09-01 04:06:13.668850302,1.64
2025-09-01 04:06:16.533158106,0.81
2025-09-01 04:06:18.036155946,5.13
2025-09-01 04:06:24.666019788,34.99
2025-09-01 04:06:26.069435784,0.19
2025-09-01 04:06:39.721730334,25.37
2025-09-01 04:06:45.966845178,47.63
2025-09-01 04:06:52.562615100,15.71
2025-09-01 04:07:24.018452232,15.33
2025-09-01 04:08:24.442900062,44.3
2025-09-01 04:08:32.080942062,4.97
2025-09-01 04:08:57.268605216,0.47
2025-09-01 04:09:10.507537032,17.41
2025-09-01 04:09:48.285353166,8.62
2025-09-01 04:11:12.751540398,10.48
2025-09-01 04:11:14.673595992,0.25
2025-09-01 04:11:17.607233970,9.87
2025-09-01 04:12:22.916077500,19.22
2025-09-01 04:12:47.001770622,12.92
2025-09-01 04:13:07.531330661,1.89
2025-09-01 04:13:37.003269060,12.0
2025-09-01 04:13:52.474880622,6.53
2025-09-01 04:15:00.069007590,58.29
2025-09-01 04:15:32.263978842,20.37
2025-09-01 04:15:36.155964792,11.54
2025-09-01 04:16:08.560534368,21.0
2025-09-01 04:16:19.054456974,27.92
2025-09-01 04:16:26.867417712,1.19
2025-09-01 04:16:33.260723243,15.43
2025-09-01 04:16:52.453456476,6.29
2025-09-01 04:18:07.239405114,5.76
2025-09-01 04:19:05.864871534,3.68
2025-09-01 04:19:06.421733556,13.65
2025-09-01 04:19:48.106789074,8.41
2025-09-01 04:19:55.083057672,11.0
2025-09-01 04:19:58.300385154,5.14
2025-09-01 04:20:06.487892352,21.48
2025-09-01 04:20:32.218948548,3.4
2025-09-01 04:22:10.563539466,6.86
2025-09-01 04:22:18.158013834,1.3
2025-09-01 04:23:17.012365835,7.87
2025-09-01 04:23:28.508165952,8.74
2025-09-01 04:24:02.406863046,7.39
2025-09-01 04:24:23.952282066,0.13
2025-09-01 04:24:49.409769732,15.64
2025-09-01 04:25:02.833293072,2.59
2025-09-01 04:25:30.855679986,18.09
2025-09-01 04:25:40.487066844,4.73
2025-09-01 04:26:32.699210118,0.27
